Name ,Id ,Number  of  calls ,Min  time ,Max  time ,Average  time
meta ,183 ,1 ,0.000001 ,0.000001 ,0.000001000000000
meta ,186 ,1 ,0.000000 ,0.000000 ,0.000000000000000
meta ,187 ,1 ,0.000000 ,0.000000 ,0.000000000000000
meta ,190 ,1 ,0.000000 ,0.000000 ,0.000000000000000
meta ,191 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,193 ,1 ,0.000004 ,0.000004 ,0.000004000000000
assignment ,194 ,1 ,0.000003 ,0.000003 ,0.000003000000000
assignment ,195 ,1 ,0.000004 ,0.000004 ,0.000004000000000
assignment ,196 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,197 ,1 ,0.000004 ,0.000004 ,0.000004000000000
meta ,199 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,201 ,1 ,0.000004 ,0.000004 ,0.000004000000000
assignment ,202 ,1 ,0.000005 ,0.000005 ,0.000005000000000
assignment ,203 ,1 ,0.000003 ,0.000003 ,0.000003000000000
not_equal_value ,204 ,1 ,0.000005 ,0.000005 ,0.000005000000000
is_false_jmp_down ,211 ,2 ,0.000000 ,0.000001 ,0.000000500000000
